,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
407,407,Quinndary Weatherspoon,Guard,24.0,20.0,0.0,6.1,-5.8,0.7,97.0,111.0,449.115,516.211,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
408,408,Russell Westbrook,Guard,32.0,65.0,65.0,36.4,2.6,1.1,105.0,110.0,41358.814,47537.68,"(30, 33]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
409,409,Coby White,Guard,20.0,69.0,54.0,31.2,-1.2,-1.2,106.0,115.0,5572.68,6405.219,"(18, 21]","(65.0, 82.0]","(40.0, 60.0]","(30.0, 40.0]"
410,410,Derrick White,Guard,26.0,36.0,32.0,29.6,1.3,0.0,111.0,114.0,3516.284,4041.604,"(24, 27]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
411,411,Hassan Whiteside,Center,31.0,36.0,4.0,15.2,-1.8,-0.4,107.0,111.0,2320.044,2666.65,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
412,412,Andrew Wiggins,Forward,25.0,71.0,71.0,33.3,0.0,-0.4,107.0,111.0,29542.01,33955.486,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
413,413,Grant Williams,Forward,22.0,63.0,9.0,18.1,-4.0,0.3,105.0,114.0,2498.76,2872.066,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
414,414,Kenrich Williams,Forward,26.0,66.0,13.0,21.6,-1.2,0.5,116.0,114.0,2000.0,2298.793,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
415,415,Patrick Williams,Forward,19.0,71.0,71.0,27.9,-2.8,0.4,105.0,112.0,7068.36,8124.349,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
416,416,Robert Williams,Center,23.0,52.0,13.0,18.9,2.9,3.1,139.0,104.0,2029.92,2333.183,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
417,417,Zion Williamson,Forward,20.0,61.0,61.0,33.2,6.1,-0.3,124.0,115.0,10245.48,11776.12,"(18, 21]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
418,418,DJ Wilson,Forward,24.0,35.0,1.0,12.4,-2.7,-0.6,100.0,112.0,4548.28,5227.777,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
419,419,Dylan Windler,Forward,24.0,31.0,0.0,16.5,-2.0,0.3,103.0,113.0,2137.44,2456.766,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
420,420,Justise Winslow,Forward,24.0,26.0,1.0,19.5,-6.2,0.2,82.0,110.0,13000.0,14942.156,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
421,421,Cassius Winston,Guard,22.0,22.0,0.0,4.5,-2.1,-1.1,111.0,116.0,449.115,516.211,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
422,422,James Wiseman,Center,19.0,39.0,27.0,21.4,-4.0,-1.0,100.0,109.0,8730.24,10034.508,"(18, 21]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
423,423,Christian Wood,Center,25.0,41.0,41.0,32.3,1.7,-0.3,111.0,112.0,13015.874,14960.401,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
424,424,Delon Wright,Guard,28.0,63.0,39.0,27.7,0.6,1.5,118.0,113.0,9000.0,10344.569,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
425,425,Thaddeus Young,Forward,32.0,68.0,23.0,24.3,1.9,1.4,116.0,110.0,13545.0,15568.577,"(30, 33]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
426,426,Trae Young,Guard,22.0,63.0,63.0,33.7,5.3,-1.7,117.0,116.0,6571.8,7553.604,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
427,427,Cody Zeller,Center,28.0,48.0,21.0,20.9,-0.2,-0.2,123.0,112.0,15415.73,17718.787,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
428,428,Ivica Zubac,Center,23.0,72.0,33.0,22.3,0.6,0.4,135.0,110.0,7000.0,8045.776,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
429,429,Precious Achiuwa,Center,22.0,73.0,28.0,23.6,-2.0,-0.6,105.0,110.0,2711.28,2956.915,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
430,430,Steven Adams,Center,28.0,76.0,75.0,26.3,1.0,1.0,125.0,108.0,17073.171,18619.958,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
431,431,Bam Adebayo,Center,24.0,56.0,56.0,32.6,1.7,2.1,117.0,104.0,28103.5,30649.609,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
432,432,LaMarcus Aldridge,Center,36.0,47.0,12.0,22.3,1.3,-0.6,119.0,112.0,2641.691,2881.021,"(33, 36]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
433,433,Nickeil Alexander-Walker,Guard,23.0,65.0,21.0,22.6,-1.8,-1.1,98.0,114.0,3261.48,3556.962,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
434,434,Grayson Allen,Guard,26.0,66.0,61.0,27.3,0.6,-0.2,122.0,114.0,4054.695,4422.04,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
435,435,Jarrett Allen,Center,23.0,56.0,56.0,32.3,2.7,1.2,132.0,106.0,20000.0,21811.951,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
436,436,Jose Alvarado,Guard,23.0,54.0,1.0,15.4,-0.5,2.4,114.0,109.0,1925.406,2099.843,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
437,437,Kyle Anderson,Forward,28.0,69.0,11.0,21.5,-0.9,2.1,110.0,106.0,9937.15,10837.431,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
438,438,Giannis Antetokounmpo,Forward,27.0,67.0,67.0,32.9,7.6,3.5,124.0,106.0,39344.9,42909.452,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
439,439,Thanasis Antetokounmpo,Forward,29.0,48.0,6.0,9.9,-3.5,-0.1,113.0,112.0,1729.217,1885.879,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
440,440,Carmelo Anthony,Forward,37.0,69.0,3.0,26.0,0.4,-0.8,114.0,114.0,2641.691,2881.021,"(36, 39]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
441,441,Cole Anthony,Guard,21.0,65.0,65.0,31.7,-0.6,-0.6,103.0,114.0,3449.4,3761.907,"(18, 21]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
442,442,OG Anunoby,Forward,24.0,48.0,48.0,36.0,0.4,0.1,112.0,111.0,16071.429,17527.461,"(21, 24]","(35.0, 50.0]","(40.0, 60.0]","(30.0, 40.0]"
443,443,Trevor Ariza,Forward,36.0,24.0,11.0,19.3,-3.3,-0.2,97.0,114.0,2641.691,2881.021,"(33, 36]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
444,444,DJ Augustin,Guard,34.0,55.0,2.0,16.1,-1.2,-2.4,112.0,120.0,7622.467,8313.044,"(33, 36]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
445,445,Deni Avdija,Forward,21.0,82.0,8.0,24.2,-2.1,0.4,106.0,113.0,4692.84,5117.999,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
446,446,Deandre Ayton,Center,23.0,58.0,58.0,29.5,2.2,0.6,124.0,105.0,12632.95,13777.464,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
447,447,Marvin Bagley,Forward,22.0,48.0,25.0,23.9,-0.5,-1.8,112.0,114.0,11312.114,12336.964,"(21, 24]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
448,448,LaMelo Ball,Guard,20.0,75.0,75.0,32.3,3.3,0.1,111.0,112.0,8231.76,8977.537,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
449,449,Lonzo Ball,Guard,24.0,35.0,35.0,34.6,0.9,1.6,110.0,111.0,18604.651,20290.187,"(21, 24]","(19.999, 35.0]","(20.0, 40.0]","(30.0, 40.0]"
450,450,Mo Bamba,Center,23.0,71.0,69.0,25.7,-0.2,0.9,113.0,108.0,7568.743,8254.452,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
451,451,Desmond Bane,Guard,23.0,76.0,76.0,29.8,2.5,0.3,119.0,110.0,2033.16,2217.359,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
452,452,Dalano Banton,Guard,22.0,64.0,1.0,10.9,-3.5,0.4,98.0,111.0,925.258,1009.084,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
453,453,Harrison Barnes,Forward,29.0,77.0,77.0,33.6,1.5,-1.3,121.0,118.0,20284.091,22121.78,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
454,454,Scottie Barnes,Forward,20.0,74.0,74.0,35.4,0.5,0.4,116.0,111.0,7280.4,7939.986,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
455,455,RJ Barrett,Forward,21.0,70.0,70.0,34.5,-0.3,-1.3,103.0,113.0,8623.92,9405.226,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
456,456,Will Barton,Guard,31.0,71.0,71.0,32.1,0.4,-0.9,108.0,114.0,15625.0,17040.587,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
457,457,Charles Bassey,Center,21.0,23.0,0.0,7.3,-0.4,2.1,129.0,103.0,925.258,1009.084,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
458,458,Keita Bates-Diop,Forward,26.0,59.0,14.0,16.2,-2.1,-0.5,111.0,112.0,1729.217,1885.879,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
459,459,Nicolas Batum,Forward,33.0,59.0,54.0,24.8,0.5,1.8,118.0,109.0,12026.998,13116.613,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
460,460,Kent Bazemore,Forward,32.0,39.0,14.0,14.0,-5.1,0.8,93.0,113.0,2401.537,2619.11,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
461,461,Darius Bazley,Forward,21.0,69.0,53.0,27.9,-2.1,0.3,101.0,111.0,2513.04,2740.715,"(18, 21]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
462,462,Bradley Beal,Guard,28.0,40.0,40.0,36.0,2.0,-1.2,106.0,117.0,33724.2,36779.53,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(30.0, 40.0]"
463,463,Malik Beasley,Guard,25.0,79.0,18.0,25.0,0.7,-1.5,111.0,116.0,14491.964,15804.9,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
464,464,DeAndre Bembry,Forward,27.0,56.0,20.0,18.3,-2.2,1.5,119.0,112.0,2271.045,2476.795,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
465,465,Davis Bertans,Forward,29.0,56.0,0.0,14.4,-1.7,-0.9,106.0,114.0,16000.0,17449.561,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
466,466,Patrick Beverley,Guard,33.0,58.0,54.0,25.4,0.6,2.1,119.0,111.0,14320.987,15618.433,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
467,467,Saddiq Bey,Forward,22.0,82.0,82.0,33.0,0.9,-1.2,110.0,116.0,2824.32,3080.196,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
468,468,Khem Birch,Center,29.0,55.0,28.0,18.0,-1.7,0.4,124.0,111.0,6350.0,6925.294,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
469,469,Goga Bitadze,Center,22.0,50.0,16.0,14.6,-0.2,-0.6,118.0,114.0,3098.4,3379.107,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
470,470,Bismack Biyombo,Center,29.0,36.0,3.0,14.1,-1.7,0.4,119.0,105.0,1518.213,1655.759,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
471,471,Nemanja Bjelica,Center,33.0,71.0,0.0,16.1,-0.9,2.3,111.0,105.0,2089.448,2278.746,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
472,472,Eric Bledsoe,Guard,32.0,54.0,29.0,25.2,-2.1,1.3,100.0,110.0,18125.0,19767.081,"(30, 33]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
473,473,Keljin Blevins,Forward,26.0,31.0,1.0,11.3,-5.6,-2.9,86.0,119.0,462.629,504.542,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
474,474,Bogdan Bogdanovic,Guard,29.0,63.0,27.0,29.3,1.5,-0.2,114.0,116.0,18000.0,19630.756,"(27, 30]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
475,475,Bojan Bogdanovic,Forward,32.0,69.0,69.0,30.9,1.6,-1.6,116.0,115.0,18700.0,20394.174,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
476,476,Leandro Bolmaro,Forward,21.0,35.0,2.0,6.9,-5.1,-0.7,96.0,115.0,2353.32,2566.525,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
477,477,Devin Booker,Guard,25.0,68.0,68.0,34.5,3.9,0.2,113.0,109.0,31650.6,34518.067,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
478,478,BJ Boston,Guard,20.0,51.0,0.0,14.9,-3.0,-0.4,98.0,111.0,925.258,1009.084,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
479,479,Chris Boucher,Forward,29.0,80.0,9.0,21.1,0.5,-0.4,124.0,108.0,7020.0,7655.995,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
480,480,James Bouknight,Guard,21.0,31.0,0.0,9.8,-3.4,-3.7,100.0,117.0,4154.4,4530.778,"(18, 21]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
481,481,Avery Bradley,Guard,31.0,62.0,45.0,22.7,-3.5,-0.1,106.0,116.0,2641.691,2881.021,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(20.0, 30.0]"
482,482,Tony Bradley,Center,24.0,55.0,7.0,10.0,-2.0,0.2,115.0,110.0,1789.256,1951.358,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(-0.001, 10.0]"
483,483,Ignas Brazdeikis,Forward,23.0,42.0,1.0,12.8,-2.7,-1.6,106.0,116.0,462.629,504.542,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
484,484,Mikal Bridges,Forward,25.0,82.0,82.0,34.8,0.5,1.1,125.0,110.0,5557.725,6061.241,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
485,485,Miles Bridges,Forward,23.0,80.0,80.0,35.5,1.8,-0.3,117.0,114.0,5421.493,5912.667,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
486,486,Oshae Brissett,Forward,23.0,67.0,25.0,23.3,-0.5,-1.7,112.0,116.0,1701.593,1855.753,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
487,487,Malcolm Brogdon,Guard,29.0,36.0,36.0,33.5,2.8,-0.5,116.0,118.0,21700.0,23665.967,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(30.0, 40.0]"
488,488,Armoni Brooks,Guard,23.0,54.0,11.0,15.6,-2.6,-1.3,101.0,117.0,1739.065,1896.619,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
489,489,Dillon Brooks,Forward,26.0,32.0,31.0,27.7,-1.0,-0.8,108.0,112.0,12200.0,13305.29,"(24, 27]","(19.999, 35.0]","(20.0, 40.0]","(20.0, 30.0]"
490,490,Bruce Brown,Forward,25.0,72.0,45.0,24.6,-0.4,1.1,121.0,111.0,4736.102,5165.181,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
491,491,Charlie Brown,Guard,24.0,22.0,2.0,8.0,-5.2,0.4,88.0,109.0,431.151,470.212,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
492,492,Greg Brown,Forward,20.0,48.0,6.0,13.3,-4.0,-0.7,102.0,114.0,925.258,1009.084,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
493,493,Jaylen Brown,Forward,25.0,66.0,66.0,33.6,1.9,0.1,109.0,108.0,26758.928,29183.222,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
494,494,Moses Brown,Center,22.0,40.0,6.0,8.6,-2.4,-0.9,115.0,105.0,1933.909,2109.116,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
495,495,Sterling Brown,Guard,26.0,49.0,3.0,12.8,-3.4,0.5,102.0,109.0,3000.0,3271.792,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
496,496,Troy Brown,Forward,22.0,66.0,7.0,16.0,-1.7,-0.2,110.0,114.0,5170.564,5639.004,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
497,497,Jalen Brunson,Guard,25.0,79.0,61.0,31.9,0.9,0.0,118.0,112.0,1802.057,1965.319,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
498,498,Thomas Bryant,Center,24.0,27.0,9.0,16.3,-0.4,-0.7,118.0,113.0,8666.667,9451.846,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
499,499,Reggie Bullock,Forward,30.0,68.0,37.0,28.0,-1.5,0.0,111.0,112.0,9536.0,10399.938,"(27, 30]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
500,500,Trey Burke,Guard,29.0,42.0,0.0,10.5,-3.6,-1.4,97.0,113.0,3150.0,3435.382,"(27, 30]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
501,501,Alec Burks,Guard,30.0,81.0,44.0,28.6,-0.4,1.2,117.0,110.0,9536.0,10399.938,"(27, 30]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
502,502,Jared Butler,Guard,21.0,42.0,1.0,8.6,-2.3,0.7,102.0,109.0,925.258,1009.084,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
503,503,Jimmy Butler,Forward,32.0,57.0,57.0,33.9,4.5,1.9,124.0,108.0,36016.2,39279.18,"(30, 33]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
504,504,Kentavious Caldwell-Pope,Guard,28.0,77.0,77.0,30.2,-0.9,-0.6,109.0,116.0,13038.862,14220.151,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
505,505,Facundo Campazzo,Guard,30.0,65.0,4.0,18.2,-2.1,1.3,109.0,111.0,3100.0,3380.852,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
506,506,Clint Capela,Center,27.0,74.0,73.0,27.6,2.1,-0.1,132.0,109.0,17603.448,19198.277,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
507,507,Jevon Carter,Guard,26.0,66.0,3.0,13.7,-1.8,-0.4,110.0,114.0,4107.149,4479.246,"(24, 27]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
508,508,Wendell Carter,Forward,22.0,62.0,61.0,29.9,1.0,0.6,115.0,110.0,6920.027,7546.964,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(20.0, 30.0]"
509,509,Alex Caruso,Guard,27.0,41.0,18.0,28.0,-2.2,2.3,110.0,112.0,8600.0,9379.139,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
510,510,Willie Cauley-Stein,Center,28.0,20.0,2.0,9.2,-4.1,1.1,103.0,109.0,4220.083,4602.412,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
511,511,Justin Champagnie,Forward,20.0,36.0,0.0,7.8,-1.3,-0.7,128.0,112.0,462.629,504.542,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
512,512,Chris Chiozza,Guard,26.0,34.0,1.0,10.9,-5.7,-0.2,88.0,110.0,462.629,504.542,"(24, 27]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
513,513,Marquese Chriss,Forward,24.0,34.0,0.0,10.2,-3.8,0.0,107.0,105.0,1292.9,1410.033,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
514,514,Josh Christopher,Guard,20.0,74.0,2.0,18.0,-2.2,-1.3,101.0,117.0,2259.24,2463.921,"(18, 21]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
515,515,Gary Clark,Forward,27.0,38.0,1.0,9.9,0.1,0.0,116.0,112.0,811.213,884.706,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
516,516,Brandon Clarke,Forward,25.0,64.0,1.0,19.5,3.1,1.1,138.0,108.0,2726.88,2973.928,"(24, 27]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
517,517,Jordan Clarkson,Guard,29.0,79.0,1.0,27.1,0.5,-1.2,108.0,113.0,12420.0,13545.221,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
518,518,Nicolas Claxton,Center,22.0,47.0,19.0,20.7,0.3,0.2,130.0,111.0,1782.621,1944.122,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
519,519,Amir Coffey,Guard,24.0,69.0,30.0,22.7,-0.3,0.0,120.0,113.0,573.576,625.54,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
520,520,John Collins,Forward,24.0,54.0,53.0,30.8,1.5,0.0,122.0,114.0,23000.0,25083.744,"(21, 24]","(50.0, 65.0]","(40.0, 60.0]","(30.0, 40.0]"
521,521,Zach Collins,Center,24.0,28.0,4.0,17.9,-1.2,1.0,112.0,109.0,7000.0,7634.183,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
522,522,Mike Conley,Guard,34.0,72.0,72.0,28.6,2.4,0.7,120.0,111.0,21000.0,22902.549,"(33, 36]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
523,523,Pat Connaughton,Forward,29.0,65.0,19.0,26.0,0.8,0.3,124.0,113.0,5333.334,5816.521,"(27, 30]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
524,524,Tyler Cook,Forward,24.0,20.0,2.0,10.0,-3.0,-1.1,126.0,113.0,462.629,504.542,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
525,525,DeMarcus Cousins,Center,31.0,48.0,7.0,15.0,-1.8,0.2,105.0,106.0,2038.942,2223.664,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
526,526,Robert Covington,Forward,31.0,71.0,42.0,27.3,-1.6,1.7,108.0,110.0,12975.471,14151.017,"(30, 33]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
527,527,Torrey Craig,Forward,31.0,78.0,16.0,20.5,-1.7,-0.1,110.0,113.0,4878.049,5319.988,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
528,528,Jae Crowder,Forward,31.0,67.0,67.0,28.1,-1.3,2.4,109.0,105.0,9720.9,10601.59,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
529,529,Jarrett Culver,Guard,22.0,37.0,0.0,9.1,-5.7,0.3,93.0,109.0,6395.16,6974.546,"(21, 24]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
530,530,Cade Cunningham,Guard,20.0,64.0,64.0,32.6,-1.1,-0.5,96.0,113.0,10050.12,10960.636,"(18, 21]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
531,531,Seth Curry,Guard,31.0,64.0,64.0,33.4,0.3,-0.9,115.0,115.0,8207.518,8951.099,"(30, 33]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
532,532,Stephen Curry,Guard,33.0,64.0,64.0,34.5,5.4,0.4,115.0,108.0,45780.966,49928.61,"(30, 33]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
533,533,Anthony Davis,Center,28.0,40.0,40.0,35.1,2.6,1.2,115.0,109.0,35361.36,38565.013,"(27, 30]","(35.0, 50.0]","(20.0, 40.0]","(30.0, 40.0]"
534,534,Ed Davis,Center,32.0,31.0,3.0,6.5,-4.2,2.5,126.0,106.0,2641.691,2881.021,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
535,535,Terence Davis,Guard,24.0,30.0,11.0,17.9,-0.6,-0.4,103.0,113.0,4000.0,4362.39,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
536,536,Dewayne Dedmon,Center,32.0,67.0,15.0,15.9,-2.2,1.1,117.0,105.0,5256.308,5732.516,"(30, 33]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
537,537,DeMar DeRozan,Forward,32.0,76.0,76.0,36.1,3.4,-0.9,117.0,115.0,26000.0,28355.537,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
538,538,Hamidou Diallo,Guard,23.0,58.0,29.0,21.9,-1.2,0.7,107.0,111.0,5200.0,5671.107,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
539,539,Gorgui Dieng,Center,32.0,44.0,3.0,8.4,1.4,0.8,123.0,111.0,4000.0,4362.39,"(30, 33]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
540,540,Spencer Dinwiddie,Guard,28.0,67.0,51.0,29.6,0.8,-0.4,114.0,115.0,19314.284,21064.111,"(27, 30]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
541,541,Donte DiVincenzo,Guard,25.0,42.0,1.0,24.0,-1.8,-0.5,102.0,113.0,4675.83,5099.448,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
542,542,Luka Doncic,Guard,22.0,65.0,65.0,35.4,6.4,1.8,110.0,107.0,10174.391,11096.166,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
